,_id,url,entity,label
0,5e1e36c993698d5c45155ec6,"http://wiadomosci.gazeta.pl/wiadomosci/7,114881,25596229,rosyjscy-hakerzy-znow-atakuja-zhakowali-ukrainski-koncern-kluczowy.html",Trump,neg
1,5e1e36d393698d5c45155ed1,"http://wiadomosci.gazeta.pl/wiadomosci/7,114884,25596105,swiatowe-forum-holokaustu-bez-dudy-sellin-reprezentatnem-polski.html",Duda,neutr
2,5e1e3d3a93698d608cf89500,"http://wiadomosci.gazeta.pl/wiadomosci/7,114884,25575999,irak-jacek-czaputowicz-polska-ambasadorka-ewakuowana-z-bagdadu.html",Polska,neutr
3,5e1e3d3c93698d608cf89501,"http://wiadomosci.gazeta.pl/wiadomosci/7,114884,25575520,gen-koziej-usa-i-iran-sa-na-progu-wojny-stany-zjednoczone.html",Trump,neutr
4,5e1e3d3d93698d608cf89502,"http://wiadomosci.gazeta.pl/wiadomosci/7,114883,25575385,iranski-kierowca-ktorego-ciezarowka-zepsula-sie-pod-czestochowa.html",Polska,neutr
5,5e1e3d4993698d608cf8950d,"http://wiadomosci.gazeta.pl/wiadomosci/7,114881,25575240,usa-demokraci-wzywaja-donalda-trumpa-do-deeskalacji-konfliktu.html",Trump,neutr
6,5e1e3d5893698d608cf89518,"http://wiadomosci.gazeta.pl/wiadomosci/7,114884,25575030,rafal-wojciechowski-nowym-sedzia-trybunalu-konstytucyjnego.html",Duda,neutr
7,5e1e3d5993698d608cf89519,"http://wiadomosci.gazeta.pl/wiadomosci/7,114884,25575037,prezydent-nie-pojedzie-do-izraela-ale-w-jerozolimie-bedzie.html",Polska,neutr
8,5e1e3dbd93698d608cf89552,"http://wiadomosci.gazeta.pl/wiadomosci/7,114884,25568897,duda-zwoluje-rade-gabinetowa-kidawa-blonska-prezydent-wyklucza.html",Kidawa,unk
9,5e1e3df593698d608cf89570,"http://wiadomosci.gazeta.pl/wiadomosci/7,114881,25566448,atak-w-iraku-trump-podjal-decyzje-miedzy-gra-w-golfa-a-obiadami.html",Trump,neg
10,5e1e3e0393698d608cf89577,"http://wiadomosci.gazeta.pl/wiadomosci/7,114884,25566112,duda-chce-wystapic-izraelu-przed-lub-po-wypowiedzi-putina-rzecznik.html",Putin,neutr
11,5e1e3e0493698d608cf89578,"http://wiadomosci.gazeta.pl/wiadomosci/7,114881,25566013,media-przypominaja-wpisy-trumpa-twierdzil-ze-obama-zaatakuje.html",Trump,neg
12,5e1e3e0793698d608cf8957a,"http://wiadomosci.gazeta.pl/wiadomosci/7,114884,25565944,duda-nie-zwola-rady-bezpieczenstwa-rzecznik-opozycja-probuje.html",Duda,neutr
13,5e1e3e1d93698d608cf89586,"http://wiadomosci.gazeta.pl/wiadomosci/7,114881,25565525,netanjahu-murem-za-trumpem-ws-zabicia-sulejmaniego-armia-postawiona.html",Trump,neutr
14,5e1e3e2193698d608cf89588,"http://wiadomosci.gazeta.pl/wiadomosci/7,114884,25565469,andrzej-duda-zabral-glos-ws-wydarzen-w-iraku-dzialamy-z-rozwaga.html",Duda,neutr
15,5e1e3e2f93698d608cf89591,"http://wiadomosci.gazeta.pl/wiadomosci/7,114884,25563995,kancelaria-dudy-stawia-warunki-ws-wyjazdu-do-izraela-nieoficjalnie.html",Duda,neutr
16,5e1e3e3a93698d608cf89599,"http://wiadomosci.gazeta.pl/wiadomosci/7,114883,25563191,cyklon-fabian-dotrze-do-polski-ochlodzenie-wiatr-a-nawet.html",Polska,neutr
17,5e1e3e5293698d608cf895a3,"http://wiadomosci.gazeta.pl/wiadomosci/7,114884,25562761,duda-nie-jedzie-do-izraela-scenariusz-w-ktorym-putin-jest.html",Duda,neutr
18,5e1e3e5893698d608cf895a9,"http://wiadomosci.gazeta.pl/wiadomosci/7,114881,25562669,jeden-z-najwazniejszych-iranskich-generalow-zabity-w-ataku-drona.html",Trump,neg
19,5e1e444c93698d66ca9e6f2c,https://dorzeczy.pl/swiat/126302/rosja-zlozy-w-radzie-europy-projekt-rezolucji-potepiajacej-polske.html,Polska,neutr
20,5e1e444e93698d66ca9e6f2f,https://dorzeczy.pl/swiat/126295/bialorus-chce-kupic-od-polski-rope-naftowa.html,Polska,neutr
21,5e1e448b93698d66ebc1a0bd,https://dorzeczy.pl/swiat/126110/roger-federer-odpowiada-na-zarzuty-grety-thunberg.html,Thunberg,neutr
22,5e1e449193698d66ebc1a0c5,https://dorzeczy.pl/swiat/126072/opoznienia-w-budowie-nord-stream-2-glos-zabral-wladimir-putin.html,Putin,neutr
23,5e1e449693698d66ebc1a0cb,https://dorzeczy.pl/swiat/126015/wyszlo-na-jaw-kto-pisze-posty-w-imieniu-grety-thunberg.html,Thunberg,neg
24,5e1e44a293698d66ebc1a0d5,https://dorzeczy.pl/swiat/125893/emmanuel-macron-przyleci-do-polski-podano-nieoficjalna-date.html,Macron,neutr
25,5e1e44e393698d66ebc1a116,https://dorzeczy.pl/swiat/125581/niespodziewany-ruch-putina-kreml-o-tym-nie-poinformowal.html,Putin,neutr
26,5e1e44ef93698d66ebc1a124,https://dorzeczy.pl/swiat/125470/pomniki-i-obiekty-kultury-musza-byc-chronione-unesco-reaguje-na-grozby-trumpa.html,Trump,neg
27,5e1e44f693698d66ebc1a128,https://dorzeczy.pl/swiat/125446/byly-ambasador-polski-w-rosji-szlag-mnie-trafia-gdy-to-widze.html,Polska,neutr
28,5e1e450293698d66ebc1a136,https://dorzeczy.pl/swiat/125348/byly-ambasador-nie-udawajmy-ze-polska-jest-neutralna.html,Polska,neutr
29,5e1e450893698d66ebc1a13d,https://dorzeczy.pl/swiat/125262/usa-zabily-iranskiego-generala-jest-komentarz-trumpa.html,Trump,neutr
30,5e1e450f93698d66ebc1a141,https://dorzeczy.pl/swiat/125228/posel-po-sugeruje-ze-polska-moze-wyslac-wojska-na-wojne-z-iranem.html,Polska,neutr
31,5e1e451d93698d66ebc1a151,https://dorzeczy.pl/swiat/125106/niemcy-i-francja-wykluczaja-polske-powazne-konsekwencje.html,Polska,neg
32,5e28d25393698d21683ad106,https://www.tvp.info/46299334/prezydent-otworzyl-dom-polski-w-davos-polskie-wladze-i-polskie-firmy-maja-wielkie-ambicje,Polska,unk
33,5e28d25693698d21683ad111,https://www.tvp.info/46294769/kidawa-blonska-o-nieobecnosci-prezydenta-dudy-w-izraelu-wieszwiecej,Kidawa,neutr
34,5e28d2a093698d21683ad137,https://www.tvp.info/46278990/blaszczak-holownia-to-inne-wydanie-ukladu-ktory-rzadzil-polska-od-lat-wieszwiecej,Hołownia,neg
35,5e28d31e93698d21683ad173,https://www.tvp.info/46262386/premier-dlaczego-putin-nie-wspomina-o-wspolpracy-nkwd-i-gestapo-przeciwko-polakom,Putin,neg
36,5e28d32393698d21683ad17b,https://www.tvp.info/46254700/holownia-oglosil-kto-bedzie-jego-glownym-ekspertem-ekonomicznym,Hołownia,neutr
37,5e28d39893698d21683ad1ae,https://www.tvp.info/46237480/sondaz-prezydencki-duda-na-czele-zaglosowalaby-na-niego-niemal-polowa-wyborcow,Duda,pos
38,5e28d3bd93698d21683ad1ba,https://www.tvp.info/46227517/sondaz-andrzej-duda-o-kilka-procent-od-zwyciestwa-w-i-turze-dwukrotna-przewaga-nad-kidawa-blonska,Duda,pos
39,5e28d44093698d21683ad204,https://www.tvp.info/46203211/gazeta-polska-codziennie-pawel-mucha-o-obchodach-zw-z-wyzwoleniem-auschwitz-nie-ma-konfliktu-polska-izrael,Polska,pos
40,5e28d4e293698d21683ad24c,https://www.tvp.info/46165203/sondaz-prezydencki-andrzej-duda-wygrywa-i-ture-wyborow-na-podium-takze-kidawa-blonska-i-kosiniak-kamysz,Hołownia,neg
41,5e28d4e493698d21683ad251,https://www.tvp.info/46164035/apolityczny-protest-nawolywano-by-nie-glosowac-na-andrzeja-dude-wideo,Duda,neutr
42,5e28d50993698d21683ad25e,https://www.tvp.info/46155881/nowoczesna-wybrala-kandydata-na-prezydenta-zostala-nim-malgorzata-kidawa-blonska,Kidawa,neutr
43,5e28d50d93698d21683ad266,https://www.tvp.info/46149555/rezydent-macron-przyjedzie-do-polski-3-lutego,Polska,neutr
44,5e28d58593698d21683ad29c,https://www.tvp.info/46118977/dziennikarz-gazety-wyborczej-pisze-o-porazce-dudy-podsekretarz-stanu-msz-wladimir-putin-lubi-to,Duda,neutr
45,5e28d5b393698d21683ad2b5,https://www.tvp.info/46103859/opozycja-krytykuje-usa-i-chce-wycofania-polskich-zolnierzy,Putin,neutr
46,5e28d67e93698d21683ad314,https://www.tvp.info/46061775/moorhouse-to-byl-sojusz-dwoch-diablow-putin-moze-nie-rozumiec-jego-natury,Putin,neg
