,_id,url,entity,label
0,5e43023b93698d38b77aafee,https://www.wsj.com/articles/boris-johnson-joins-trump-in-redefining-conservatism-11576277776?mod=searchresults&page=3&pos=7,Trump,neutr
1,5e43033593698d38b77ab0fc,https://www.wsj.com/articles/trump-praises-controversial-hungarian-leader-11557788089?mod=searchresults&page=16&pos=17,Trump,neg
2,5e43034093698d38b77ab106,https://www.wsj.com/articles/stung-by-trumps-criticisms-of-russian-gas-deal-germany-makes-its-own-threats-11556623921?mod=searchresults&page=17&pos=7,Trump,neutr
3,5e43056393698d3ab60831ee,https://www.wsj.com/articles/what-america-first-means-under-trump-is-coming-into-focus-11579469762?mod=searchresults&page=4&pos=2,Trump,neutr
4,5e43058593698d3ab6083211,https://www.wsj.com/articles/trump-calls-for-nato-expansion-into-middle-east-11578597507?mod=searchresults&page=5&pos=17,Trump,pos
5,5e4305de93698d3ab6083256,https://www.wsj.com/articles/trump-expected-to-meet-with-russias-top-diplomat-tuesday-11575907729?mod=searchresults&page=9&pos=6,Trump,neutr
6,5e4305f193698d3ab6083268,https://www.wsj.com/articles/trump-clashes-with-macron-on-nato-trade-and-islamic-state-11575408792?mod=searchresults&page=10&pos=4,Trump,neutr
7,5e43060b93698d3ab6083286,https://www.wsj.com/articles/donald-trump-wont-slow-efforts-to-fight-climate-change-john-kerry-says-1479324706?mod=searchresults&page=11&pos=14,Trump,pos
8,5e43060d93698d3ab6083289,https://www.wsj.com/articles/trump-to-attend-nato-summit-in-london-11573834176?mod=searchresults&page=11&pos=17,Trump,neutr
9,5e43062493698d3ab6083295,https://www.wsj.com/articles/trump-erdogan-rapport-tested-by-tensions-over-syria-russia-11573582085?mod=searchresults&page=12&pos=9,Trump,neutr
10,5e43063493698d3ab608329f,https://www.wsj.com/articles/trump-says-erdogan-visit-to-u-s-is-on-u-s-officials-travel-to-ankara-11573081039?mod=searchresults&page=12&pos=19,Trump,neutr
11,5e43066b93698d3ab60832d7,https://www.wsj.com/articles/ukrainian-president-denies-trump-pressured-him-during-july-call-11570707164?mod=searchresults&page=15&pos=15,Trump,neutr
12,5e43067f93698d3ab60832e3,https://www.wsj.com/articles/in-months-before-trump-call-ukraine-officials-sweated-white-house-pressure-11570231665?mod=searchresults&page=16&pos=7,Trump,neg
13,5e43068093698d3ab60832e4,https://www.wsj.com/articles/ukraine-to-review-investigations-into-firm-linked-to-bidens-son-11570183933?mod=searchresults&page=16&pos=8,Biden,neutr
14,5e43069593698d3ab60832f6,https://www.wsj.com/articles/for-trump-long-odds-on-securing-new-u-n-action-against-iran-11569164125?mod=searchresults&page=17&pos=6,Trump,neutr
